Id,Business Date,Security Id,Symbol,Security Name,Open Price,High Price,Low Price,Close Price,Total Traded Quantity,Total Traded Value,Previous Day Close Price,Fifty Two Week High,Fifty Two Week Low,Last Updated Time,Last Updated Price,Total Trades,Average Traded Price,Market Capitalization
212,2025-05-15,8041,NESDO,NESDO Sambridha Laghubitta Bittiya Sanstha Limited,1630,1630,1615,1615.88,865,1401899.6,1620,2641,1613,2025-05-15T14:58:47.820541,1615,38,1620.69,4707.66
213,2025-05-15,8043,CBLD88,Civil Bank Debenture 2088,1131,1131,1131,1131,25,28275,1131,1254.2,1018,2025-05-15T11:24:38.701901,1131,1,1131,3393
214,2025-05-15,8044,EBLD86,Everest Bank Limited,1061,1061,1061,1065,5,5325,1061,1080,937,2025-05-15T14:23:25.003071,1061,2,1065,912.47
215,2025-05-15,8066,RFPL,River Falls Power Limited,510,513,493,494.93,27896,13967491.1,512.78,1484,333.8,2025-05-15T14:59:55.268081,493,282,500.69,3464.51
216,2025-05-15,8070,DORDI,Dordi Khola Jal Bidyut Company Limited,402.7,418,401.1,403.52,26496,10739868.6,410.89,696,350,2025-05-15T14:59:57.300364,405,193,405.33,8508.3
217,2025-05-15,8075,BHDC,Bindhyabasini Hydropower Development Company Limited,505,510,490,492.16,16181,8049548.7,514.25,829.7,472.2,2025-05-15T14:59:57.956219,490,188,497.46,5560.42
218,2025-05-15,8098,SBLD89,10.75% SBL Debenture 2089,1275,1275,1275,1275,50,63750,1278.3,1278.3,1056.5,2025-05-15T14:41:03.83011,1275,1,1275,5100
219,2025-05-15,8100,SGHC,Swet-Ganga Hydropower & Construction Limited ,463.9,475,463.9,472.44,5041,2376363.3,473.1,649.5,314,2025-05-15T14:59:54.717103,467,72,471.4,7525.97
220,2025-05-15,8106,GIBF1,Global IME Balanced Fund-1,10.36,10.41,10.21,10.36,192100,1987771,10.34,10.72,8,2025-05-15T14:56:36.589458,10.36,27,10.34,1062.69
221,2025-05-15,8108,RHGCL,Rapti Hydro And General Construction Limited,536,552,535,546.74,33220,18152285.2,546.84,708,332.8,2025-05-15T14:59:59.2286,546.1,288,546.42,3350.39
222,2025-05-15,8110,SBID83,10.25% Nepal SBI Bank Debenture 2083,1100,1100,1078.1,1099.6,567,623055.7,1099,1147.4,1015.1,2025-05-15T14:08:42.185394,1099.6,3,1098.86,2640.67
223,2025-05-15,8116,PBD84,10.15% Prime Debenture 2084,1112,1112,1112,1112,10,11120,1095,1123,1000,2025-05-15T12:36:16.046539,1112,1,1112,
224,2025-05-15,8121,SPHL,Sayapatri Hydropower Limited,704,717.7,683,689.52,2280,1570855.8,692,922,452.3,2025-05-15T14:59:52.499115,690.1,32,688.97,2068.56
225,2025-05-15,8023,MMF1,Mega Mutual Fund -1,8.77,9.19,8.76,9.08,374130,3394063.2,8.94,9.72,7.02,2025-05-15T14:56:36.013281,9.09,66,9.07,1135
226,2025-05-15,8025,SPC,Samling Power Company Limited,521.1,530,519.7,520.29,17966,9365770.8,525.19,722,471.7,2025-05-15T14:59:52.707876,519.9,155,521.3,2601.45
227,2025-05-15,8026,NYADI,Nyadi Hydropower Limited,478.4,478.4,450,452.47,40014,18277363.3,469.06,880,280,2025-05-15T14:59:46.943032,454,307,456.77,6787.05
228,2025-05-15,8032,BNHC,Buddha Bhumi Nepal Hydropower Company Limited,496,507,487,493.45,9628,4762481.8,497.1,742,440,2025-05-15T14:56:53.069286,493,114,494.64,1973.8
229,2025-05-15,8045,GVL,Green Ventures Limited,440.2,444,436.1,441.88,12943,5702855.9,444.4,699.9,424,2025-05-15T14:59:50.456753,441.2,181,440.61,15189.63
230,2025-05-15,8055,BHL,Balephi Hydropower Limited,220,220,216.3,217.07,250905,54588029.9,218.2,520,211.7,2025-05-15T14:59:56.700231,217.3,1014,217.56,7935.95
231,2025-05-15,8063,ULBSL,Upakar Laghubitta Bittiya Sanstha Limited,3180,3550,3121,3546.38,19687,68722168.2,3235.18,6600,1715,2025-05-15T14:53:52.563544,3479,126,3490.73,3764.42
232,2025-05-15,8065,CYCL,CYC Nepal Laghubitta Bittiya Sanstha Limited,1605,1632,1591,1593.47,3264,5213823.5,1601.94,1958,1420,2025-05-15T14:59:43.132319,1591,86,1597.37,4245.39
233,2025-05-15,8068,CCBD88,Century Debenture 2088,1188,1188,1188,1188,150,178200,1165,1250,1049.1,2025-05-15T12:13:02.683604,1188,1,1188,2613.6
234,2025-05-15,8073,NICFC,NIC Asia Flexi CAP Fund,8.88,9.06,8.88,9.04,4800,43331,9.02,10.99,8.13,2025-05-15T14:38:10.258724,9.04,20,9.02,92.21
235,2025-05-15,8074,KDBY,Kumari Dhanabriddhi Yojana,9.33,9.4,9.33,9.38,7200,67263.5,9.39,11,8.51,2025-05-15T14:55:08.588231,9.38,36,9.34,37.52
236,2025-05-15,8076,HHL,Himalayan Hydropower Limited,443,443,429.1,432.51,14080,6099931.1,442.52,635,342.6,2025-05-15T14:59:45.11636,433.5,154,433.23,4735.98
237,2025-05-15,8097,PBD88,10% Prime Debenture 2088,1145.2,1145.2,1145.2,1145.2,50,57260,1146,1219.7,1001,2025-05-15T14:00:01.037506,1145.2,2,1145.2,1994.81
238,2025-05-15,8099,UHEWA,Upper Hewakhola Hydropower Company Limited,601,615,601,607.43,6127,3739648.5,609.75,993.4,380,2025-05-15T14:59:47.240926,614.1,64,610.35,3037.15
239,2025-05-15,8102,MHL,Mandakini Hydropower Limited,599,610,593.1,599.06,3320,1987675.3,603.18,1101,390,2025-05-15T14:59:48.219291,600,50,598.69,3874.52
240,2025-05-15,8104,USHEC,Upper Solu Hydro Electric Company Limited,502.8,508,481.2,484.45,11847,5834253.2,493.49,752,370.5,2025-05-15T14:59:44.236047,487,119,492.46,6540.07
241,2025-05-15,8111,HIDCLP,Hydorelectricity Investment and Development Company Limited Promoter,199,204.8,196.6,203.01,442041,88633678.5,195.38,231,97.2,2025-05-15T14:59:58.525402,204.6,662,200.51,6699.33
242,2025-05-15,8117,AVYAN,Aviyan Laghubitta Bittiya Sanstha Limited,985,1004,985,994.36,2660,2651184,997.04,1306.8,804.4,2025-05-15T14:59:56.54888,994,49,996.68,2485.9
243,2025-05-15,8119,EBLD85,10.50% Everest Bank Limited Debenture 2085,1112,1112,1112,1112,25,27800,1111.9,1200,1044.5,2025-05-15T13:05:40.11766,1112,1,1112,2224
244,2025-05-15,8122,PPL,People's Power Limited,505,515,492.1,496.1,17543,8777528.8,514.4,648.6,428,2025-05-15T14:59:51.286926,493.2,172,500.34,3138.33
245,2025-05-15,8123,DLBS,Dhaulagiri Laghubitta Bittiya Sanstha Limited,1473,1473,1426,1430.85,778,1118431.5,1444.44,2250,1160,2025-05-15T14:59:23.01586,1426,33,1437.57,1904.46
246,2025-05-15,8126,SIKLES,Sikles Hydropower Limited,1007,1014.9,965.2,975.5,2430,2375517.2,1007,1475,507,2025-05-15T14:59:56.245484,1014.9,61,977.57,8291.75
247,2025-05-15,8132,SHLB,Shrijanshil Laghubitta Bittiya Sanstha Limited,1901,1997.1,1901,1957.5,1397,2735524.2,1920.51,2907,1600,2025-05-15T14:54:12.99295,1960,37,1958.14,2141.02
248,2025-05-15,9140,UNLB,Unique Nepal Laghubitta Bittiya Sanstha Limited,2011,2160,2010,2096.78,1877,3875620.5,2039.23,3223,1882,2025-05-15T14:59:08.548636,2098.9,58,2064.79,3115.29
249,2025-05-15,9148,SMH,Super Mai Hydropower Limited,874,908,856,856.9,1238,1066535.8,857.12,1283,670,2025-05-15T14:52:59.368306,857,26,861.49,4584.41
250,2025-05-15,9151,KDL,Kalinchowk Darshan Limited,1145,1168.9,1145,1159.39,3527,4079649.8,1145.99,1381,800,2025-05-15T14:59:41.751643,1157,98,1156.69,6956.34
251,2025-05-15,9154,SFEF,Sunrise Focused Equity Fund,9.39,9.59,9.39,9.58,800,7586,9.42,10.66,7.71,2025-05-15T14:45:08.071658,9.59,8,9.48,958
252,2025-05-15,9158,MHCL,Molung Hydropower Company Limited,480,485,470,475.66,11192,5323182.2,481.49,655,355.1,2025-05-15T14:59:16.802245,475,107,475.62,3817.17
253,2025-05-15,8125,NSIF2,NMB Sulav Investment Fund - 2,10.39,10.4,10.39,10.4,950,9875,10.37,12.47,9.34,2025-05-15T14:48:32.793179,10.4,5,10.39,1269.84
254,2025-05-15,8131,EHPL,Eastern Hydropower Limited,595,595,580,589.22,3570,2091386.8,586.84,997,435,2025-05-15T14:59:57.307362,590,50,585.82,3653.16
255,2025-05-15,8133,PHCL,Peoples Hydropower Company Limited,603,615,594,606.08,39967,24142166.4,615.01,745.6,285.3,2025-05-15T14:59:56.495261,615,284,604.05,19394.56
256,2025-05-15,9135,BHPL,Barahi Hydropower Public Limited,971.1,1049,925,1047.68,12332,12477742,961.66,1275,509.6,2025-05-15T14:59:43.433489,1046,101,1011.81,2619.2
257,2025-05-15,9138,NIBLGF,NIBL Growth Fund,8.45,8.79,8.45,8.76,13400,117269,8.62,10.64,7.84,2025-05-15T14:57:05.788102,8.79,9,8.75,1156.32
258,2025-05-15,9139,SAGF,Sanima Growth Fund,9.46,9.69,9.46,9.68,235600,2278567,9.64,10.93,8.44,2025-05-15T14:59:44.008268,9.69,11,9.67,651.01
259,2025-05-15,9146,SMHL,Super Madi Hydropower Limited,925,930,898,917.05,12044,11050860.4,927.98,1657,430,2025-05-15T14:59:51.350355,898,126,917.54,20220.95
260,2025-05-15,9147,SPL,Shuvam Power Limited,820,820,792.3,801.03,1850,1489926.3,806.29,1109.6,651.1,2025-05-15T14:59:59.081148,804,41,805.36,1602.06
261,2025-05-15,9149,MKHC,Maya Khola Hydropower Company Limited,437,437.9,422,427.26,26716,11401366.7,436.9,627,298,2025-05-15T14:59:57.514603,425,150,426.76,4272.6
262,2025-05-15,9150,AHL,Asian Hydropower Limited,699,699,659,675.03,3865,2574993.8,686,904,426.1,2025-05-15T14:54:45.763332,679.8,63,666.23,2295.1
263,2025-05-15,9152,EBLEB89,Everest Bank Limited Energy Bond, 2089,1020,1020,1020,1020,75,76500,1020,1035,1000,2025-05-15T12:35:38.164487,1020,3,1020,761.77
264,2025-05-15,9156,TAMOR,Sanima Middle Tamor Hydropower Limited,507,513,501,504.95,16224,8185239.6,507.23,637,366,2025-05-15T14:59:36.116165,504,209,504.51,16827.46
265,2025-05-15,9166,MAKAR,Makar Jitumaya Suri Hydropower Limited,660,669,637,657.8,17640,11562818.7,660.67,860,352.2,2025-05-15T14:56:48.39116,660,107,655.48,4999.28
266,2025-05-15,9167,MKHL,Mai Khola Hydropower Limited,716.4,744,716.4,724.7,19696,14334551.6,731.02,765,400.1,2025-05-15T14:59:48.351406,725,132,727.78,2841.96
267,2025-05-15,9174,PRSF,Prabhu Smart Fund,10.64,10.65,10.64,10.64,110000,1170500,10.62,11.3,8.46,2025-05-15T14:13:46.119337,10.64,7,10.64,1064
268,2025-05-15,9178,RMF2,RBB Mutual Fund 2,9.43,9.43,9.3,9.4,500,4696,9.25,10.73,8.23,2025-05-15T14:37:00.898504,9.4,3,9.39,795.35
269,2025-05-15,9179,MEL,Modi Energy Limited,310,313,305.2,308.21,51454,15859895.6,310.1,393,215,2025-05-15T14:59:44.903061,307,303,308.23,8938.09
270,2025-05-15,9183,NRM,Nepal Republic Media Limited,466,469,457.1,460.71,22875,10542076,465.19,645,353,2025-05-15T14:59:49.197065,461,223,460.85,4457.37
271,2025-05-15,9194,TSHL,Three Star Hydropower Limited,725.1,738,711,718.62,2892,2088674.2,724.65,1231,489,2025-05-15T14:59:50.76075,711.6,65,722.22,3539.2
272,2025-05-15,9201,SNLI,Sun Nepal Life Insurance Company Limited,491,493,489.6,490.32,13219,6482279.1,493.85,744.5,447.2,2025-05-15T14:59:48.292313,490,228,490.37,24669.14
273,2025-05-15,9212,MANDU,Mandu Hydropower Limited,864,870,863,863.59,4232,3661087,869.24,1493.1,805.6,2025-05-15T14:59:24.124281,863.1,75,865.09,11776.23
274,2025-05-15,9213,HATHY,Hathway Investment Nepal Limited,1256.4,1256.4,1223,1225,18469,22715675,1231.86,1816,821,2025-05-15T14:59:52.231484,1230,247,1229.93,34684.65
275,2025-05-15,9214,BGWT,Bhagawati Hydropower Development Company Limited,937,965,937,938.68,5587,5256163,953.14,1361.7,616.2,2025-05-15T14:59:13.634464,938.1,41,940.78,5584.65
276,2025-05-15,9221,H8020,Himalayan 80-20,10.64,10.97,10.52,10.59,1010000,10629566,10.85,10.97,8.5,2025-05-15T14:59:54.291701,10.59,21,10.52,105.9
277,2025-05-15,9225,VLUCL,Vision Lumbini Urja Company Limited ,633,644,627,627.38,5631,3562922.2,639.54,816,460,2025-05-15T14:59:27.290317,630,104,632.73,11998.64
278,2025-05-15,9231,CIZBD90,10% Citizens Bank Debenture 2090,1135,1135,1135,1135,25,28375,1142,1205,1000,2025-05-15T13:07:05.873295,1135,1,1135,3405
279,2025-05-15,9232,CKHL,Chirkhwa Hydropower Limited ,650,666,650,655.31,3855,2525860,662.6,910,520,2025-05-15T14:59:14.260477,652,77,655.21,2621.24
280,2025-05-15,9233,NWCL,Nepal Warehousing Company Limited ,920,933,910,914.62,3357,3087231.9,927.92,1264,711,2025-05-15T14:59:41.084848,910.2,77,919.64,6288.01
281,2025-05-15,9159,SMJC,Sagarmatha Jalabidhyut Company Limited,507,514,500.1,503.56,22280,11282480.1,505.19,800,355.1,2025-05-15T14:59:58.738483,507,250,506.39,5907.77
282,2025-05-15,9161,ANLB,Aatmanirbhar Laghubitta Bittiya Sanstha Limited,5097.9,5353.9,5097.9,5345,877,4628834,5156.5,6735,2110,2025-05-15T14:50:57.790437,5345,39,5278.03,4187.45
283,2025-05-15,9170,DOLTI,Dolti Power Company Limited,571,575,554,564.7,10815,6115559.9,576.52,1017,390.1,2025-05-15T14:59:52.789431,563,112,565.47,3029.54
284,2025-05-15,9171,BEDC,Bhugol Energy Development Company Limited,692.3,692.3,675.3,677.68,15400,10472228.8,678.74,1080,358,2025-05-15T14:59:48.000132,679.5,106,680.01,3686.94
285,2025-05-15,9173,CITY,City Hotel Limited,835.5,870,835.5,863.98,19458,16768013.9,850.6,1168.5,588.3,2025-05-15T14:59:54.136542,870,276,861.75,14463.03
286,2025-05-15,9175,MCHL,Menchhiyam Hydropower Limited,568,584,555,561.25,9768,5498559.1,574.81,714,363.6,2025-05-15T14:59:54.034986,574,106,562.91,3045.25
287,2025-05-15,9176,IHL,Ingwa Hydropower Limited,557,565,555,555.98,4266,2383493.1,567.94,838,377.6,2025-05-15T14:58:02.741828,556,59,558.71,3335.88
288,2025-05-15,9181,RAWA,Rawa Energy Development Limited,818,834.9,809.1,812.8,1928,1572846,818.53,990,466,2025-05-15T14:59:57.102702,825,40,815.79,2275.84
289,2025-05-15,9182,SIGS3,Siddhartha Investment Growth Scheme 3,10.01,10.2,10.01,10.19,31100,317130,10.12,10.81,8.28,2025-05-15T14:05:03.30126,10.19,9,10.19,821.11
290,2025-05-15,9184,ILI,IME Life Insurance Company Limited,450,457,450,452.33,17168,7747505.7,451.16,606,412.5,2025-05-15T14:59:57.237726,451.9,333,451.27,22616.5
291,2025-05-15,9191,C30MF,Citizens Super 30 Mutual Fund,9.4,9.58,9.22,9.39,22600,211764,9.57,10.92,8.13,2025-05-15T14:31:19.382903,9.39,12,9.37,704.93
292,2025-05-15,9192,USHL,Upper Syange Hydropower Limited,645,655,618.7,625.4,3262,2063250.6,642.79,961,461,2025-05-15T14:59:40.290843,629,64,632.51,1375.88
293,2025-05-15,9193,GCIL,Ghorahi Cement Industry Limited,500.2,509.7,495,498.78,40938,20445473,502.2,668,460,2025-05-15T14:59:52.976146,499.8,340,499.42,22782.7
294,2025-05-15,9196,KBSH,Kutheli Bukhari Small Hydropower Limited,1892,1930,1892,1905,415,792788,1918.96,3300,1011.9,2025-05-15T14:59:08.493007,1905,23,1910.33,2553.73
295,2025-05-15,9198,LVF2,Laxmi Value Fund 2,9.5,9.51,9.5,9.51,5000,47502,9.5,10.4,7.84,2025-05-15T14:31:00.215823,9.51,9,9.5,760.8
296,2025-05-15,9199,RNLI,Reliable Nepal Life Insurance Limited,498,506.8,494.3,496.2,68476,34087036.6,498.81,600.1,415,2025-05-15T14:59:58.371726,499.3,687,497.79,23023.68
297,2025-05-15,9203,MEHL,Manakamana Engineering Hydropower Limited,450,450,436,441.2,21875,9623537.6,444.05,696,301.5,2025-05-15T14:59:42.68139,439.2,229,439.93,3529.6
298,2025-05-15,9208,ULHC,Upper Lohore Khola Hydropower Company Limited,481,499,474.1,476.28,16701,8141390.7,489.93,693,324,2025-05-15T14:58:36.818875,475.4,119,487.47,2428.09
299,2025-05-15,9209,CLI,Citizen Life Insurance Company Limited,475,480,470,473.35,17399,8261617,477.1,774.9,456.1,2025-05-15T14:59:27.519847,474,295,474.83,23667.5
300,2025-05-15,9211,SBID89,9% Nepal SBI Bank Rinpatra 2089,1105,1105,1105,1105,25,27625,1120,1137.1,965,2025-05-15T12:05:24.551095,1105,1,1105,1567.29
301,2025-05-15,9215,MSHL,Mid Solu Hydropower Limited,847.2,864,821,828.1,2945,2450231,864.07,1180,621.8,2025-05-15T14:59:31.20504,840,46,831.99,6197.5
302,2025-05-15,9216,SONA,Sonapur Minerals And Oil Limited,449,465,449,458.09,46146,21103276.7,457.77,624,425,2025-05-15T14:59:33.800248,460,455,457.31,14086.5
303,2025-05-15,9217,MMKJL,Mathillo Mailun Khola Jalvidhyut Limited,620,636,615,615.19,5110,3160457,624.55,890.4,414,2025-05-15T14:59:25.942988,615,75,618.48,6151.9
304,2025-05-15,9218,TVCL,Trishuli Jal Vidhyut Company Limited ,506.7,506.7,494.1,497.36,7177,3563472.7,496.84,697,431,2025-05-15T14:59:56.717964,501.9,92,496.51,9213.59
305,2025-05-15,9220,KBLD90,10% KBL Debenture 2090,1182,1182,1182,1182,35,41370,1173,1324.9,1000,2025-05-15T12:22:16.350724,1182,2,1182,5910
306,2025-05-15,9230,MKCL,Muktinath Krishi Company Limited,1506,1506,1461,1467.14,6134,9042321.1,1476.5,1926,852.1,2025-05-15T14:59:46.655036,1468,120,1474.13,10269.98
307,2025-05-15,9234,HRL,Himalayan Reinsurance Limited,963,970,941.2,943.89,111582,106035231.5,962.44,1156,512,2025-05-15T14:59:52.035831,943,1230,950.28,98164.56
308,2025-05-15,9241,KSY,Kumari Sabal Yojana,8.75,8.82,8.75,8.82,1200,10513,8.81,10.91,7.77,2025-05-15T13:41:28.551203,8.82,3,8.76,656.87
309,2025-05-15,9236,NICGF2,NIC ASIA Growth Fund-2,8.47,8.61,8.47,8.61,1500,12770,8.52,9.79,7.56,2025-05-15T14:43:24.738636,8.61,11,8.51,779.21
310,2025-05-15,9237,PMLIP,Prabhu Mahalaxmi Life Insurance Limited promotor,309,309,309,309,245806,75954054,309,309,270,2025-05-15T14:12:23.834896,309,4,309,13274.64
311,2025-05-15,9242,SARBTM,Sarbottam Cement Limited,869.9,885,838,843.89,136488,116179028.4,852.91,1060,696.8,2025-05-15T14:59:59.443201,838,471,851.2,41987.75
312,2025-05-15,9246,GMLI,Guardian Micro Life Insurance Limited ,2650,2675,2567,2589.03,48046,124455768.1,2648.22,2778,301,2025-05-15T14:59:51.869199,2589.1,611,2590.34,19417.72
313,2025-05-15,9248,GSY,Garima Samriddhi Yojana,9.28,9.3,9.12,9.15,15500,141637,9.43,10,8.8,2025-05-15T14:51:45.832444,9.15,35,9.13,1143.75
314,2025-05-15,9249,ICFCD88,9% ICFC Finance Limited Debenture 2088,1090,1090.1,1090,1090.1,50,54502.5,1097,1116,1000,2025-05-15T11:42:29.189974,1090.1,2,1090.05,327.03
315,2025-05-15,9250,NMIC,Nepal Micro Insurance Company Limited,2050,2255,1960,2190.06,59233,125400472.5,2081.02,2703.3,302.3,2025-05-15T14:59:59.013712,2200,5466,2117.07,16425.45
316,2025-05-15,9244,NIBLSTF,NIBL Stable Fund,8.3,8.42,8.21,8.41,1650,13803,8.32,10.55,7.85,2025-05-15T14:59:48.298515,8.42,6,8.36,950.33
317,2025-05-15,9245,MNMF1,Muktinath Mutual Fund 1,9.21,9.3,9.11,9.18,13010,118800,9.39,10.42,8.67,2025-05-15T14:51:00.539337,9.18,20,9.13,1147.5
318,2025-05-15,9252,CREST,Crest Micro Life Insurance Limited,2025,2228,1953.2,2151.2,88593,185884964.4,2066.15,2458.2,302.5,2025-05-15T14:59:57.942001,2130,8395,2098.19,16134
319,2025-05-15,9254,NMBHF2,NMB Hybrid Fund L- II,8.33,8.59,8.25,8.46,42690,356521.1,8.41,10,8.25,2025-05-15T14:59:36.422509,8.57,52,8.35,1154.65
320,2025-05-15,9256,OMPL,Om Megashree Pharmaceuticals Limited,578.3,636.2,578.3,636.2,460,290351,578.4,636.2,270,2025-05-15T14:54:38.940539,636.2,46,631.19,3817.2